"Project","GAINS4_EventID","AnimalID","TaxaGroup","AnimalClass","SpeciesScientificName","SpeciesEnglishName","Sex","SampleDate","AgeClass"
"P2",3640,"XXAB0709","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","8/31/2017","subadult (immature, independent)"
"P2",3640,"XXAB0710","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0711","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0712","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","8/31/2017","subadult (immature, independent)"
"P2",3640,"XXAB0713","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0714","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","8/31/2017","subadult (immature, independent)"
"P2",3640,"XXAB0715","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","8/31/2017","subadult (immature, independent)"
"P2",3640,"XXAB0716","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0717","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","8/31/2017","subadult (immature, independent)"
"P2",3640,"XXAB0718","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","8/31/2017","subadult (immature, independent)"
"P2",3640,"XXAB0719","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","8/31/2017","subadult (immature, independent)"
"P2",3640,"XXAB0720","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","8/31/2017","subadult (immature, independent)"
"P2",3640,"XXAB0721","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","8/31/2017","subadult (immature, independent)"
"P2",3640,"XXAB0722","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0723","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0724","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0725","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","8/31/2017","adult (reproductive age)"
"P2",3640,"XXAB0726","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/1/2017","adult (reproductive age)"
"P2",3640,"XXAB0727","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/1/2017","adult (reproductive age)"
"P2",3640,"XXAB0728","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/1/2017","adult (reproductive age)"
"P2",3640,"XXAB0729","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/1/2017","adult (reproductive age)"
"P2",3640,"XXAB0730","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/1/2017","adult (reproductive age)"
"P2",3640,"XXAB0731","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/1/2017","adult (reproductive age)"
"P2",3640,"XXAB0732","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/1/2017","adult (reproductive age)"
"P2",3640,"XXAB0733","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/1/2017","adult (reproductive age)"
"P2",3640,"XXAB0734","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/1/2017","subadult (immature, independent)"
"P2",3640,"XXAB0735","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/1/2017","subadult (immature, independent)"
"P2",3640,"XXAB0736","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/1/2017","adult (reproductive age)"
"P2",3640,"XXAB0737","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/1/2017","adult (reproductive age)"
"P2",3640,"XXAB0738","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/1/2017","adult (reproductive age)"
"P2",3640,"XXAB0739","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/1/2017","adult (reproductive age)"
"P2",3640,"XXAB0740","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/1/2017","subadult (immature, independent)"
"P2",3640,"XXAB0741","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/1/2017","adult (reproductive age)"
"P2",3640,"XXAB0742","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/1/2017","adult (reproductive age)"
"P2",3640,"XXAB0743","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0744","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0745","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0746","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0747","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0748","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","subadult (immature, independent)"
"P2",3640,"XXAB0749","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0750","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0751","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","9/2/2017","subadult (immature, independent)"
"P2",3640,"XXAB0752","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0753","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0754","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0755","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0756","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0757","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","subadult (immature, independent)"
"P2",3640,"XXAB0758","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0759","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0760","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0761","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0762","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","subadult (immature, independent)"
"P2",3640,"XXAB0763","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","subadult (immature, independent)"
"P2",3640,"XXAB0764","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0765","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0766","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0767","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0768","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/2/2017","subadult (immature, independent)"
"P2",3640,"XXAB0769","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0770","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0771","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/2/2017","subadult (immature, independent)"
"P2",3640,"XXAB0772","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0773","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0774","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0775","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0776","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0777","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0778","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0779","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0780","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0781","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0782","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0783","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0784","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0785","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0786","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0787","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0788","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0789","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0790","bats","free-ranging wild animal","Eidolon helvum","Straw-coloured fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0791","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0792","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0793","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0794","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0795","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","female","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0796","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","subadult (immature, independent)"
"P2",3640,"XXAB0797","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0798","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAB0799","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","subadult (immature, independent)"
"P2",3640,"XXAB0800","bats","free-ranging wild animal","Epomophorus gambianus","Gambian epauletted fruit bat","male","9/2/2017","adult (reproductive age)"
"P2",3640,"XXAR0094","rodents/shrews","free-ranging wild animal","Crocidura sp.","Unidentified white-toothed shrew within the Crocidura genus","male","9/4/2017","subadult (immature, independent)"
"P2",3640,"XXAR0095","rodents/shrews","free-ranging wild animal","Cricetomys gambianus","Gambian rat","male","9/4/2017","adult (reproductive age)"
"P2",3640,"XXAR0096","rodents/shrews","free-ranging wild animal","Mus musculus","Asian house mouse","female","9/4/2017","adult (reproductive age)"
"P2",3640,"XXAR0097","rodents/shrews","free-ranging wild animal","Crocidura sp.","Unidentified white-toothed shrew within the Crocidura genus","female","9/4/2017","adult (reproductive age)"
"P2",3640,"XXAR0098","rodents/shrews","free-ranging wild animal","Crocidura sp.","Unidentified white-toothed shrew within the Crocidura genus","male","9/4/2017","adult (reproductive age)"
"P2",3640,"XXAR0099","rodents/shrews","free-ranging wild animal","Crocidura sp.","Unidentified white-toothed shrew within the Crocidura genus","female","9/4/2017","adult (reproductive age)"
"P2",3640,"XXAR0100","rodents/shrews","free-ranging wild animal","Crocidura sp.","Unidentified white-toothed shrew within the Crocidura genus","female","9/4/2017","adult (reproductive age)"
"P2",3640,"XXAR0101","rodents/shrews","free-ranging wild animal","Crocidura sp.","Unidentified white-toothed shrew within the Crocidura genus","female","9/5/2017","adult (reproductive age)"
"P2",3640,"XXAR0102","rodents/shrews","free-ranging wild animal","Crocidura sp.","Unidentified white-toothed shrew within the Crocidura genus","male","9/5/2017","adult (reproductive age)"
"P2",3640,"XXAR0103","rodents/shrews","free-ranging wild animal","Crocidura sp.","Unidentified white-toothed shrew within the Crocidura genus","male","9/5/2017","adult (reproductive age)"
"P2",3640,"XXAR0104","rodents/shrews","free-ranging wild animal","Crocidura sp.","Unidentified white-toothed shrew within the Crocidura genus","female","9/5/2017","adult (reproductive age)"
"P2",3640,"XXAR0105","rodents/shrews","free-ranging wild animal","Mus musculus","Asian house mouse","female","9/5/2017","adult (reproductive age)"
"P2",3640,"XXAR0106","rodents/shrews","free-ranging wild animal","Cricetomys gambianus","Gambian rat","male","9/5/2017","adult (reproductive age)"
"P2",3640,"XXAR0107","rodents/shrews","free-ranging wild animal","Crocidura sp.","Unidentified white-toothed shrew within the Crocidura genus","male","9/5/2017","adult (reproductive age)"
"P2",3640,"XXAR0108","rodents/shrews","free-ranging wild animal","Mus musculus","Asian house mouse","male","9/5/2017","adult (reproductive age)"
"P2",3640,"XXAR0109","rodents/shrews","free-ranging wild animal","Cricetomys gambianus","Gambian rat","male","9/6/2017","adult (reproductive age)"
"P2",3640,"XXAR0110","rodents/shrews","free-ranging wild animal","Mus musculus","Asian house mouse","male","9/6/2017","adult (reproductive age)"
"P2",3640,"XXAR0111","rodents/shrews","free-ranging wild animal","Crocidura sp.","Unidentified white-toothed shrew within the Crocidura genus","female","9/6/2017","adult (reproductive age)"
"P2",3640,"XXAR0112","rodents/shrews","free-ranging wild animal","Crocidura sp.","Unidentified white-toothed shrew within the Crocidura genus","male","9/6/2017","adult (reproductive age)"
